trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.8520014086554641}",20,0,-72.68708866353029,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.8514774432500848}",30,13,-74.50441258151625,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
553,False,"{'a': 0.5, 'e': 0.8509526263673333}",20,10,-42.33415684182713,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.8504269585320262}",25,0,-101.5538978855373,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.8499004402698315}",20,10,12.545440086108657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.8493730721072673}",20,2,15.625027241788377,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.8488448545717019}",25,0,-117.3491080166446,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
558,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-21.26787445382502,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.8477858734952858}",20,9,-118.25385793418444,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 3}",1
560,False,"{'a': 0.5, 'e': 0.8472551110134161}",25,0,-141.32004118914782,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.846723501276506}",20,0,-169.85959775716813,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
562,False,"{'a': 0.5, 'e': 0.8461910448161652}",25,0,-88.07803671440895,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
563,False,"{'a': 0.5, 'e': 0.8456577421648501}",25,0,-214.74742569759331,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
564,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-73.690248903828,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.8445886004233532}",20,0,-90.89312109890683,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.844052762402313}",30,0,-45.696982313291684,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.8435160803285806}",25,2,-9.266767368975676,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,0,-159.54922961663246,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
569,False,"{'a': 0.5, 'e': 0.8424401861706114}",35,0,-121.83333994818672,"{0: 22, 1: 4, 2: 7, 3: 1, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.8419009751622687}",35,0,-103.59810371648514,"{0: 23, 1: 4, 2: 7, 3: 0, 4: 1}",0
571,False,"{'a': 0.5, 'e': 0.841360922253021}",25,0,-202.75460410240998,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
572,False,"{'a': 0.5, 'e': 0.840820027982921}",20,0,-108.72978374565793,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
573,False,"{'a': 0.5, 'e': 0.8402782928928632}",25,0,-119.25939090218992,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.8397357175245823}",35,9,-90.36223761741371,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 1}",1
575,False,"{'a': 0.5, 'e': 0.8391923024206541}",30,0,-120.05285148598335,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
576,False,"{'a': 0.5, 'e': 0.8386480481244933}",20,0,-157.16934709056397,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
577,False,"{'a': 0.5, 'e': 0.8381029551803544}",20,0,-49.24710808459977,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
578,False,"{'a': 0.5, 'e': 0.8375570241333301}",30,0,-87.58207522192959,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
579,False,"{'a': 0.5, 'e': 0.8370102555293514}",30,6,-22.534334266168706,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.8364626499151869}",25,0,-200.90974692333194,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
581,False,"{'a': 0.5, 'e': 0.8359142078384423}",25,0,-193.32238643988546,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
582,False,"{'a': 0.5, 'e': 0.8353649298475594}",30,0,-230.58277354235594,"{0: 16, 1: 5, 2: 2, 3: 4, 4: 3}",0
583,False,"{'a': 0.5, 'e': 0.8348148164918164}",25,0,-50.455365496814956,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
584,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-44.30291576579395,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
585,False,"{'a': 0.5, 'e': 0.8337120858870376}",30,0,-165.41001416135978,"{0: 17, 1: 0, 2: 10, 3: 2, 4: 1}",0
586,False,"{'a': 0.5, 'e': 0.8331594697407324}",20,9,-45.00801069208657,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
587,False,"{'a': 0.5, 'e': 0.8326060204350269}",20,0,-113.83907907472498,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,8,-196.151883276353,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 4}",1
589,False,"{'a': 0.5, 'e': 0.8314966245600446}",20,0,-127.65034823296169,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.8309406791001634}",20,0,-83.83569543717391,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.8303839026996727}",20,0,-66.09270025590448,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.8298262959153483}",20,0,-47.15718488700499,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.8292678593047971}",30,0,-184.18138902810853,"{0: 18, 1: 2, 2: 4, 3: 4, 4: 2}",0
594,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,0,-64.27899311232765,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
595,False,"{'a': 0.5, 'e': 0.8281484988395901}",20,0,-227.31074782851042,"{0: 9, 1: 0, 2: 6, 3: 1, 4: 4}",0
596,False,"{'a': 0.5, 'e': 0.8275875761042946}",20,12,1.3374759449577214,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.8270258257814919}",25,0,-56.8474847691821,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
598,False,"{'a': 0.5, 'e': 0.8264632484329323}",30,0,-121.38095884897469,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
599,False,"{'a': 0.5, 'e': 0.8258998446211931}",25,7,-54.76865331387298,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
600,False,"{'a': 0.5, 'e': 0.8253356149096783}",35,0,-118.9344457873401,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.8247705598626173}",20,0,-123.48945661933416,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.8242046800450651}",30,0,-35.176804604583936,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.8236379760229016}",25,0,-82.34558834440055,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,0,-97.91213281991753,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
605,False,"{'a': 0.5, 'e': 0.82250209763238}",25,9,-43.975216864569205,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.8219329243999003}",20,0,-66.81427391243898,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
607,False,"{'a': 0.5, 'e': 0.8213629292345646}",25,15,-26.416131454830854,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.8207921127063681}",20,0,-33.11070117447492,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.8202204753861273}",25,0,-159.67839642024285,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
610,False,"{'a': 0.5, 'e': 0.8196480178454795}",20,0,-8.970453579470405,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.8190747406568822}",30,0,-46.130236133231534,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.8185006443936125}",25,12,-13.027223792786591,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.8179257296297665}",25,0,-143.1384341269169,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
614,False,"{'a': 0.5, 'e': 0.8173499969402591}",35,25,-32.5928922630069,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-78.61304000059803,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
616,False,"{'a': 0.5, 'e': 0.8161960800880078}",20,0,-78.90762262164839,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.8156178970791806}",20,0,-28.18604921768584,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.8150388984525244}",30,0,-146.692622929442,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
619,False,"{'a': 0.5, 'e': 0.8144590847870377}",20,0,-101.27825660128906,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
620,False,"{'a': 0.5, 'e': 0.8138784566625339}",25,17,0.3757275819608452,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.8132970146596414}",25,0,-90.0313799287194,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
622,False,"{'a': 0.5, 'e': 0.812714759359802}",25,15,5.802131640311003,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.812131691345271}",25,0,-205.33317949851232,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
624,False,"{'a': 0.5, 'e': 0.8115478111991162}",25,0,-24.62818113801582,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
625,False,"{'a': 0.5, 'e': 0.8109631195052179}",20,0,-15.815365809536821,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.8103776168482677}",25,0,-84.31379358238804,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.8097913038137682}",25,0,-162.7495827455217,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
628,False,"{'a': 0.5, 'e': 0.8092041809880323}",30,0,-216.4384893989796,"{0: 20, 1: 1, 2: 2, 3: 3, 4: 4}",0
629,False,"{'a': 0.5, 'e': 0.8086162489581828}",25,0,-62.927195744566205,"{0: 15, 1: 7, 2: 1, 3: 2, 4: 0}",0
630,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,2,-52.515975549881354,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.8074379596386799}",20,0,-88.02866463567135,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
632,False,"{'a': 0.5, 'e': 0.8068476035273155}",20,0,-145.08309572936145,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
633,False,"{'a': 0.5, 'e': 0.806256440568415}",25,0,-200.0504636598199,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
634,False,"{'a': 0.5, 'e': 0.8056644713531409}",20,0,-76.92696547327729,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.8050716964734628}",20,0,-83.03250623822909,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
636,False,"{'a': 0.5, 'e': 0.8044781165221552}",20,0,-17.01326078351824,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.8038837320927981}",30,19,3.517477126704537,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.8032885437797759}",30,4,-47.404728014633065,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 1}",1
639,False,"{'a': 0.5, 'e': 0.8026925521782768}",30,7,14.595279622862803,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.8020957578842927}",25,13,-21.838692812585176,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.8014981614946173}",25,0,-122.22444803469047,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
642,False,"{'a': 0.5, 'e': 0.8008997636068472}",20,0,-83.20145950104538,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.8003005648193803}",20,0,-40.2603676984903,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.7997005657314152}",25,0,-130.6219471398096,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
645,False,"{'a': 0.5, 'e': 0.7990997669429512}",20,0,-75.60236926059073,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
646,False,"{'a': 0.5, 'e': 0.7984981690547867}",35,0,-123.30537503041093,"{0: 24, 1: 0, 2: 8, 3: 2, 4: 1}",0
647,False,"{'a': 0.5, 'e': 0.7978957726685196}",25,0,-167.98013192314022,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
648,False,"{'a': 0.5, 'e': 0.7972925783865465}",20,0,-71.92260089601506,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
649,False,"{'a': 0.5, 'e': 0.7966885868120613}",20,0,-129.76862306643199,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
650,False,"{'a': 0.5, 'e': 0.7960837985490559}",20,0,-43.41711961453955,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
651,False,"{'a': 0.5, 'e': 0.795478214202318}",35,0,-142.3895639709345,"{0: 25, 1: 1, 2: 5, 3: 2, 4: 2}",0
652,False,"{'a': 0.5, 'e': 0.7948718343774324}",20,0,-73.73209648307288,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.7942646596807786}",25,0,-128.9069343187723,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
654,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-75.50684674700754,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.7930479281016595}",25,0,-100.91848145657073,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
656,False,"{'a': 0.5, 'e': 0.7924383724359255}",20,0,-100.4729908675605,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
657,False,"{'a': 0.5, 'e': 0.7918280243318853}",25,0,-120.17054878700228,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
658,False,"{'a': 0.5, 'e': 0.7912168843998866}",30,0,-142.59367239491667,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
659,False,"{'a': 0.5, 'e': 0.7906049532510695}",20,0,-84.33678837469054,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
660,False,"{'a': 0.5, 'e': 0.7899922314973651}",30,0,-88.74359267028039,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.789378719751495}",20,0,-183.95954311021438,"{0: 12, 1: 1, 2: 1, 3: 3, 4: 3}",0
662,False,"{'a': 0.5, 'e': 0.7887644186269709}",25,0,-110.92826138909655,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
663,False,"{'a': 0.5, 'e': 0.7881493287380938}",20,1,-68.15444805196981,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.7875334506999538}",20,5,-8.093118038656492,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.7869167851284287}",25,6,-44.62320216968028,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.7862993326401839}",30,15,-10.450303837394584,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.7856810938526722}",20,8,-116.96227011075612,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 3}",1
668,False,"{'a': 0.5, 'e': 0.785062069384132}",30,0,-121.05659544524609,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.7844422598535878}",20,8,-44.79342094393606,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.7838216658808492}",30,0,-101.11862117627727,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.7832002880865101}",25,0,-67.69163048319744,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,0,-87.827576815911,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.7819551835193241}",20,0,-120.13422429114222,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.781331457991582}",20,12,4.5524304863417715,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.7807069511324468}",20,9,-13.51189550942436,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.7800816635664256}",30,2,-118.58368297965232,"{0: 18, 1: 5, 2: 2, 3: 1, 4: 2}",1
677,False,"{'a': 0.5, 'e': 0.7794555959188059}",25,0,-129.80483192227672,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.7788287488156552}",20,0,-112.4536770172871,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
679,False,"{'a': 0.5, 'e': 0.7782011228838206}",25,0,-29.20845075308693,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
680,False,"{'a': 0.5, 'e': 0.7775727187509279}",20,0,-104.20803911389962,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
681,False,"{'a': 0.5, 'e': 0.7769435370453812}",25,0,-39.68062910409127,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
682,False,"{'a': 0.5, 'e': 0.7763135783963624}",30,0,-152.36637145372686,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.7756828434338298}",20,0,-66.75858929782184,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.7750513327885183}",25,0,-73.39692232296593,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
685,False,"{'a': 0.5, 'e': 0.7744190470919388}",30,0,-92.42368388305397,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
686,False,"{'a': 0.5, 'e': 0.7737859869763766}",20,0,-81.05680121281851,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.7731521530748919}",25,12,-106.60398764959362,"{0: 5, 1: 1, 2: 5, 3: 1, 4: 1}",1
688,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,3,-41.54850181192892,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.7718821664502636}",25,0,-158.03357309923663,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
690,False,"{'a': 0.5, 'e': 0.7712460149971065}",30,0,-123.34231228794926,"{0: 17, 1: 7, 2: 3, 3: 2, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.7706090922979988}",25,11,-150.13187243040437,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 3}",1
692,False,"{'a': 0.5, 'e': 0.7699713989898629}",25,0,-87.16326707388146,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
693,False,"{'a': 0.5, 'e': 0.7693329357103922}",25,0,-118.172856011582,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
694,False,"{'a': 0.5, 'e': 0.7686937030980499}",30,0,-138.35108914382724,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
695,False,"{'a': 0.5, 'e': 0.7680537017920686}",25,0,-203.80911186533265,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
696,False,"{'a': 0.5, 'e': 0.7674129324324493}",20,0,-60.633134167412834,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
697,False,"{'a': 0.5, 'e': 0.7667713956599618}",35,3,-182.22846250627512,"{0: 18, 1: 4, 2: 5, 3: 3, 4: 2}",1
698,False,"{'a': 0.5, 'e': 0.7661290921161423}",20,0,-50.91081696141879,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
699,False,"{'a': 0.5, 'e': 0.7654860224432947}",25,9,-20.616553101048407,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.7648421872844884}",20,0,-59.41525919058264,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
701,False,"{'a': 0.5, 'e': 0.7641975872835586}",20,0,-85.5384060509817,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
702,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,8,-36.83691380835638,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
703,False,"{'a': 0.5, 'e': 0.7629060953344922}",20,0,-76.82879792673457,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
704,False,"{'a': 0.5, 'e': 0.7622592046778476}",25,11,-4.570034908072856,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.7616115517620617}",20,14,0.9508395963755454,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.7609631372347876}",25,0,-133.32909967467936,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
707,False,"{'a': 0.5, 'e': 0.7603139617444397}",20,0,-43.93072701950251,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,0,-211.99737573944103,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 5}",0
709,False,"{'a': 0.5, 'e': 0.7590133304719844}",20,0,-61.1890693397457,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
710,False,"{'a': 0.5, 'e': 0.7583618759905082}",20,0,-50.26910035401595,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.7577096631472192}",30,8,-83.4162664880777,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 1}",1
712,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,0,-114.88929571345955,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
713,False,"{'a': 0.5, 'e': 0.7564029649848117}",20,0,-79.30431466924986,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
714,False,"{'a': 0.5, 'e': 0.7557484809723913}",20,0,-37.677321926155855,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
715,False,"{'a': 0.5, 'e': 0.7550932412115529}",20,0,-153.95255343532315,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
716,False,"{'a': 0.5, 'e': 0.7544372463575362}",25,8,-9.395398522317779,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.753780497066336}",20,12,-36.0145203035799,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
718,False,"{'a': 0.5, 'e': 0.7531229939947015}",30,7,-78.63542790319111,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 1}",1
719,False,"{'a': 0.5, 'e': 0.7524647378001358}",25,0,-178.17640666916716,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
720,False,"{'a': 0.5, 'e': 0.751805729140895}",30,13,-59.76295990441828,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
721,False,"{'a': 0.5, 'e': 0.7511459686759877}",20,0,-103.42733560252775,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,3.5880583920842524,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
723,False,"{'a': 0.5, 'e': 0.7498241949689665}",20,0,-94.84058007891413,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
724,False,"{'a': 0.5, 'e': 0.7491621830486261}",25,0,-82.17068933030737,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
725,False,"{'a': 0.5, 'e': 0.7484994219661651}",20,0,-69.00007050785533,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
726,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,11,-18.97862514511046,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.7471716549666739}",20,0,-106.4857207142417,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
728,False,"{'a': 0.5, 'e': 0.7465066503774105}",20,0,-100.34322234866718,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
729,False,"{'a': 0.5, 'e': 0.745840899281559}",25,6,-26.6759148714225,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.7451744023448704}",20,5,-50.61023752391086,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.7445071602338416}",20,0,-69.987788706127,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
732,False,"{'a': 0.5, 'e': 0.7438391736157144}",20,0,-19.053345088740063,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
733,False,"{'a': 0.5, 'e': 0.7431704431584757}",25,0,-12.331914219891507,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
734,False,"{'a': 0.5, 'e': 0.7425009695308558}",20,0,-74.37828149694928,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
