trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,False,"{'a': 0.5, 'e': 0.6066154552208459}",20,6,-16.94489276264845,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.6058201566434629}",20,0,-88.06236825655172,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
921,False,"{'a': 0.5, 'e': 0.6050242522459737}",20,0,-106.46632309670396,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
922,False,"{'a': 0.5, 'e': 0.6042277428242827}",20,0,-11.845365755572905,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.6034306291748992}",25,3,-62.998278232897384,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
924,False,"{'a': 0.5, 'e': 0.6026329120949369}",25,12,-62.7602559284935,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
925,False,"{'a': 0.5, 'e': 0.6018345923821126}",25,6,-77.23562119625568,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 1}",1
926,False,"{'a': 0.5, 'e': 0.6010356708347461}",20,0,-20.10726020553215,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
927,False,"{'a': 0.5, 'e': 0.6002361482517589}",20,0,-71.56530649184107,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
928,False,"{'a': 0.5, 'e': 0.5994360254326734}",20,13,-19.484553254194804,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.5986353031776125}",25,0,-60.55405760754277,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
930,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,0,-84.71061371985893,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.5970320635630515}",20,5,-18.262437568490483,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.596229547806791}",20,2,1.0780216723238443,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.5954264358210324}",30,8,10.749448768244607,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.5946227284088876}",25,15,15.047769845264002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.5938184263740639}",20,0,21.76110415629971,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
936,False,"{'a': 0.5, 'e': 0.5930135305208634}",35,9,-22.74716403875228,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
937,False,"{'a': 0.5, 'e': 0.5922080416541816}",20,12,-14.306135617479557,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.5914019605795077}",25,18,-9.388214220844361,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.5905952881029224}",30,0,-23.66128577289671,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
940,False,"{'a': 0.5, 'e': 0.5897880250310983}",25,0,-82.76153786390292,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
941,False,"{'a': 0.5, 'e': 0.5889801721712982}",20,0,-15.376154726619216,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
942,False,"{'a': 0.5, 'e': 0.588171730331375}",25,12,-55.22414414085513,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
943,False,"{'a': 0.5, 'e': 0.5873627003197706}",25,11,-41.17579505173675,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
944,False,"{'a': 0.5, 'e': 0.5865530829455148}",20,3,-12.74589652304715,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.5857428790182249}",20,0,-44.0996002434663,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
946,False,"{'a': 0.5, 'e': 0.5849320893481048}",25,12,-59.34833412109227,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
947,False,"{'a': 0.5, 'e': 0.5841207147459441}",20,0,-97.50280714309936,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
948,False,"{'a': 0.5, 'e': 0.5833087560231173}",35,0,-59.218864177486665,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
949,False,"{'a': 0.5, 'e': 0.5824962139915831}",25,5,-42.890003589280795,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
950,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-58.41861205697202,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
951,False,"{'a': 0.5, 'e': 0.5808693832531429}",35,14,27.872685920094963,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.5800550961730674}",20,5,-8.83613680428037,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.579240229037944}",25,11,-12.72036083092115,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.57842478266264}",20,0,-69.7141310159085,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
955,False,"{'a': 0.5, 'e': 0.5776087578626015}",25,1,-20.58143068896386,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.5767921554538532}",25,0,-30.94709154875652,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
957,False,"{'a': 0.5, 'e': 0.5759749762529975}",35,6,-40.48276113210491,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.5751572210772137}",20,0,-0.8678928620793303,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
959,False,"{'a': 0.5, 'e': 0.5743388907442566}",30,0,-37.09534843675583,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
960,False,"{'a': 0.5, 'e': 0.5735199860724567}",20,10,11.074135535534353,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.5727005078807185}",20,0,-60.78332299874603,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
962,False,"{'a': 0.5, 'e': 0.5718804569885202}",20,0,-144.36305359383087,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
963,False,"{'a': 0.5, 'e': 0.5710598342159124}",25,0,-72.93002882752752,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
964,False,"{'a': 0.5, 'e': 0.5702386403835181}",20,7,7.0546800684577295,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.5694168763125309}",25,0,-179.664403505993,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
966,False,"{'a': 0.5, 'e': 0.5685945428247149}",20,7,-13.32617989840773,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.5677716407424034}",30,0,-30.567378373928523,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.5669481708884985}",20,0,-72.46228622021935,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
969,False,"{'a': 0.5, 'e': 0.5661241340864699}",30,11,-73.88484204867082,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
970,False,"{'a': 0.5, 'e': 0.5652995311603544}",20,10,-48.400118215810814,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
971,False,"{'a': 0.5, 'e': 0.5644743629347548}",30,3,5.084690969032753,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.5636486302348395}",20,15,6.604203449235663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.5628223338863407}",25,0,-107.19473101602226,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
974,False,"{'a': 0.5, 'e': 0.561995474715555}",25,6,-31.58044351862333,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
975,False,"{'a': 0.5, 'e': 0.5611680535493415}",25,12,24.13101703209058,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.5603400712151212}",20,6,15.345847007307736,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.5595115285408763}",20,0,-66.40490236540501,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
978,False,"{'a': 0.5, 'e': 0.5586824263551495}",30,9,-51.02660775851971,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
979,False,"{'a': 0.5, 'e': 0.5578527654870429}",20,15,2.6932222815996867,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.5570225467662173}",30,0,-113.98442877201465,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
981,False,"{'a': 0.5, 'e': 0.5561917710228914}",30,16,12.643672135758997,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.5553604390878408}",30,16,-11.39942096745104,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.5545285517923975}",20,11,-12.779895992623759,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.5536961099684484}",35,16,-47.435907252898254,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
985,False,"{'a': 0.5, 'e': 0.5528631144484356}",25,8,4.895033287999282,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.5520295660653545}",20,8,-77.38602314509453,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
987,False,"{'a': 0.5, 'e': 0.5511954656527531}",20,0,-82.24270023969663,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
988,False,"{'a': 0.5, 'e': 0.5503608140447322}",20,9,-41.658433211102924,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
989,False,"{'a': 0.5, 'e': 0.5495256120759431}",20,2,-32.438648786031806,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.5486898605815876}",20,0,-111.5066904404724,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
991,False,"{'a': 0.5, 'e': 0.5478535603974173}",25,0,-91.06304023854044,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
992,False,"{'a': 0.5, 'e': 0.5470167123597323}",20,7,-14.712029372649171,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.5461793173053805}",20,0,-44.932602442606324,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.5453413760717569}",30,3,-57.5017457184079,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
995,False,"{'a': 0.5, 'e': 0.5445028894968027}",30,24,10.50407356417281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.5436638584190043}",25,0,-53.12520296989652,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
997,False,"{'a': 0.5, 'e': 0.5428242836773929}",20,0,-8.439828274271717,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
998,False,"{'a': 0.5, 'e': 0.541984166111543}",25,5,-5.576187797505962,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.5411435065615721}",30,15,-6.409097966821378,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.5403023058681398}",25,13,-63.44761882025029,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
1001,False,"{'a': 0.5, 'e': 0.5394605648724465}",20,0,-47.66472996853157,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1002,False,"{'a': 0.5, 'e': 0.5386182844162335}",30,16,17.86238479828485,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.5377754653417808}",20,9,-15.499927157156016,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.5369321084919078}",20,0,-23.782475831923485,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1005,False,"{'a': 0.5, 'e': 0.5360882147099708}",20,10,-39.01843063751285,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1006,False,"{'a': 0.5, 'e': 0.535243784839864}",20,10,-25.178406555309667,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.5343988197260168}",20,10,-1.2845767442649572,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,3,-22.75168616980942,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.5327072871474963}",25,3,-26.337622623161057,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1010,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,-56.19229569632242,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1011,False,"{'a': 0.5, 'e': 0.5310136237405375}",20,8,-48.181920065268024,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1012,False,"{'a': 0.5, 'e': 0.5301659950931402}",30,4,-46.31050246529499,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.5293178362797918}",20,2,-115.54871353609194,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
1014,False,"{'a': 0.5, 'e': 0.5284691481486514}",20,15,-4.794520556547946,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.5276199315484067}",30,17,-3.812274418889788,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.5267701873282746}",30,10,-11.787448102404541,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.525919916337999}",25,2,-96.82023677452362,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 2}",1
1018,False,"{'a': 0.5, 'e': 0.525069119427851}",25,7,-22.696263422735697,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.5242177974486271}",20,9,5.699696210955483,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.5233659512516496}",20,11,7.83863398203921,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.5225135816887643}",20,10,-8.62478502646436,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.5216606896123411}",20,11,-4.748710695244797,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.5208072758752715}",30,5,-41.2669912486638,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",1
1024,False,"{'a': 0.5, 'e': 0.5199533413309697}",20,0,-116.16923982471651,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",1
1025,False,"{'a': 0.5, 'e': 0.5190988868333698}",30,0,-77.81765816224382,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
1026,False,"{'a': 0.5, 'e': 0.5182439132369262}",30,2,-64.01276375575365,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.5173884213966127}",20,0,-49.956219166864805,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1028,False,"{'a': 0.5, 'e': 0.5165324121679208}",20,0,-3.555383643051372,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1029,False,"{'a': 0.5, 'e': 0.5156758864068599}",20,0,-0.0005957919643627685,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1030,False,"{'a': 0.5, 'e': 0.5148188449699553}",30,0,-41.55344440611984,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
1031,False,"{'a': 0.5, 'e': 0.513961288714249}",20,6,-83.19179443185887,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
1032,False,"{'a': 0.5, 'e': 0.5131032184972966}",30,16,-23.145073803774988,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.5, 'e': 0.5122446351771686}",20,4,-94.20981816463085,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 1}",1
1034,False,"{'a': 0.5, 'e': 0.5113855396124478}",25,0,-82.59541847306043,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
1035,False,"{'a': 0.5, 'e': 0.5105259326622303}",25,17,0.6203480782213551,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.5096658151861225}",25,18,4.346352123003919,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.5088051880442422}",30,0,21.221480068081533,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1038,False,"{'a': 0.5, 'e': 0.507944052097216}",25,17,9.638459271230818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.5070824082061803}",20,6,3.191762752425511,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,0,-81.6382977342255,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1041,False,"{'a': 0.5, 'e': 0.5053576000391616}",20,5,0.28441063384001875,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.5044944374879868}",25,17,16.307450354558892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.5036307704424168}",20,6,12.263866289683445,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.5027665997661179}",25,13,-50.51024220353319,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
1045,False,"{'a': 0.5, 'e': 0.5019019263232615}",20,0,-110.83449409984563,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
1046,False,"{'a': 0.5, 'e': 0.5010367509785203}",35,7,-85.82539483991474,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 1}",1
1047,False,"{'a': 0.5, 'e': 0.5001710745970702}",25,0,-73.99346400173674,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
1048,False,"{'a': 0.5, 'e': 0.4993048980445869}",20,2,-64.4046277899189,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
1049,False,"{'a': 0.5, 'e': 0.49843822218724737}",30,8,-14.836461336339926,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.497571047891727}",20,10,7.188204250227754,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.49670337602520037}",25,13,-17.21284624396228,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1052,False,"{'a': 0.5, 'e': 0.495835207455339}",20,0,-39.05716930836022,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1053,False,"{'a': 0.5, 'e': 0.49496654305031157}",25,14,4.653455262918573,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.5, 'e': 0.4940973836787822}",25,20,11.032243974348525,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.4932277302099105}",25,14,-26.969985522738263,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
1056,False,"{'a': 0.5, 'e': 0.4923575835133496}",20,0,11.572944413729843,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1057,False,"{'a': 0.5, 'e': 0.4914869444592463}",25,3,-37.22143382811367,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.49061581391823933}",20,8,4.629264825185156,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.48974419276145953}",20,8,-12.169713835613319,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.48887208186052755}",20,13,-15.919842156028764,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
1061,False,"{'a': 0.5, 'e': 0.48799948208755467}",20,0,-94.72688872451374,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1062,False,"{'a': 0.5, 'e': 0.4871263943151402}",30,20,0.4048138290016756,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.5, 'e': 0.48625281941637216}",20,0,-11.11900014518188,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1064,False,"{'a': 0.5, 'e': 0.48537875826482507}",25,5,-15.556132441119917,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.4845042117345603}",20,0,-35.914904883409626,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1066,False,"{'a': 0.5, 'e': 0.48362918070012406}",20,0,-198.99184974063326,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
1067,False,"{'a': 0.5, 'e': 0.48275366603654757}",25,0,25.013933792503824,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1068,False,"{'a': 0.5, 'e': 0.48187766861934506}",25,18,5.542151796503443,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.5, 'e': 0.4810011893245143}",25,0,-21.72638782464496,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1070,False,"{'a': 0.5, 'e': 0.48012422902853413}",20,0,8.715640684848607,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1071,False,"{'a': 0.5, 'e': 0.47924678860836506}",30,4,-38.39124403732822,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.47836886894144715}",25,12,-34.65991398006221,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
1073,False,"{'a': 0.5, 'e': 0.4774904709057004}",20,0,-45.24212379002547,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1074,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,0,-7.032628489778036,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
1075,False,"{'a': 0.5, 'e': 0.4757322432417888}",20,14,8.624819067251313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.47485241537185147}",20,3,-5.774395745584265,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.4739721126495385}",20,13,1.9097370170563286,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.47309133595515224}",20,11,-61.97975805609989,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 1}",1
1079,False,"{'a': 0.5, 'e': 0.4722100861694696}",25,0,-66.23133485707334,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1
1080,False,"{'a': 0.5, 'e': 0.47132836417373997}",20,3,-9.320430266311886,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.47044617084968565}",30,0,16.171014578898816,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
1082,False,"{'a': 0.5, 'e': 0.46956350707949945}",20,0,-48.50673322259818,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1083,False,"{'a': 0.5, 'e': 0.4686803737458455}",20,8,-30.077445592847376,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1084,False,"{'a': 0.5, 'e': 0.4677967717318567}",20,0,-4.184683896857498,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1085,False,"{'a': 0.5, 'e': 0.4669127019211353}",25,8,-70.34275551255574,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
1086,False,"{'a': 0.5, 'e': 0.46602816519775075}",20,3,-98.95524071235732,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
1087,False,"{'a': 0.5, 'e': 0.46514316244624}",25,0,-51.933668096539705,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1088,False,"{'a': 0.5, 'e': 0.46425769455160537}",20,5,10.212323078455738,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.5, 'e': 0.4633717623993151}",30,8,-172.6863621934988,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 4}",1
1090,False,"{'a': 0.5, 'e': 0.4624853668753008}",20,0,-35.91928686446468,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1091,False,"{'a': 0.5, 'e': 0.4615985088659584}",35,11,-33.50214515517005,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 1}",1
1092,False,"{'a': 0.5, 'e': 0.46071118925814536}",25,19,10.107232570100264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.4598234089391817}",20,5,-20.259254590416923,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.4589351687968472}",25,3,-45.53672424540105,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,11,16.91542726534259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.45715731259548575}",25,0,-2.270394744282452,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
1097,False,"{'a': 0.5, 'e': 0.45626769831431485}",20,0,7.824141575604688,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1098,False,"{'a': 0.5, 'e': 0.45537762776548346}",30,0,-7.806249847168916,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1099,False,"{'a': 0.5, 'e': 0.4544871018390625}",25,5,-69.26914209874907,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",1
1100,False,"{'a': 0.5, 'e': 0.4535961214255773}",25,0,16.47115060338061,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1101,False,"{'a': 0.5, 'e': 0.4527046874160087}",25,11,-9.261932401524874,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
